"","playerID","yearID","stint","teamID","lgID","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP"
"5079","durhado01",1973,1,"TEX","AL",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5080","murphda02",1905,1,"PHA","AL",151,537,71,149,34,4,6,71,23,NA,42,NA,NA,8,21,NA,NA
"5081","hennemi01",1993,1,"DET","AL",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5082","rosepe01",1984,2,"CIN","NL",26,96,9,35,9,0,0,11,0,0,9,7,1,2,0,0,1
"5083","burnsde01",1923,1,"PHA","AL",4,9,0,1,0,0,0,0,0,0,0,8,NA,0,0,NA,NA
"5084","zachrpa01",1985,1,"PHI","NL",10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5085","bengobe01",1928,1,"NYA","AL",58,161,12,43,3,1,0,9,0,0,7,8,NA,1,1,NA,NA
"5086","wilkste01",1947,1,"SLN","NL",37,6,1,1,0,0,0,0,0,NA,1,2,NA,0,0,NA,0
"5087","ortizda01",2003,1,"BOS","AL",128,448,79,129,39,2,31,101,0,0,58,83,8,1,0,2,9
"5088","snydech02",2011,1,"PIT","NL",34,96,13,26,3,0,3,17,0,1,17,23,0,1,2,3,2
"5089","smithre01",1886,2,"PH4","AA",1,4,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA
"5090","belarwa01",1950,1,"BRO","NL",10,10,0,0,0,0,0,0,0,NA,0,4,NA,0,0,NA,1
"5091","lopezal01",1942,1,"PIT","NL",103,289,17,74,8,2,1,26,0,NA,34,17,NA,2,6,NA,10
"5092","mcdougi01",1952,1,"NYA","AL",152,555,65,146,16,5,11,78,6,5,57,73,NA,4,16,NA,14
"5093","masonji01",1978,1,"TEX","AL",55,105,10,20,4,0,0,3,0,0,5,17,0,0,6,0,2
"5094","novoara01",1993,1,"ML4","AL",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5095","lummi01",1978,1,"CIN","NL",86,146,15,39,7,1,6,23,0,0,22,18,4,0,0,1,4
"5096","corcoro01",2009,1,"SEA","AL",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5097","wardjo01",1883,1,"NY1","NL",88,380,76,97,18,7,7,54,NA,NA,8,25,NA,NA,NA,NA,NA
"5098","spiveju01",2005,2,"WAS","NL",28,77,15,17,7,0,2,7,2,0,11,26,1,2,0,1,0
"5099","bordepa01",1999,1,"CLE","AL",6,20,2,6,0,1,0,3,0,1,0,3,0,0,0,0,0
"5100","bridgma01",1960,1,"SLN","NL",20,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"5101","keougma02",1983,2,"NYA","AL",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5102","swaggbi01",1985,1,"BAL","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5103","davisjo02",1988,2,"ATL","NL",2,8,2,2,0,0,1,3,0,0,0,1,0,0,0,0,0
"5104","vuckope01",1980,1,"SLN","NL",32,71,4,13,6,0,0,7,1,0,1,13,0,0,9,0,1
"5105","utleych01",2015,1,"PHI","NL",73,249,23,54,12,1,5,30,3,0,22,35,4,4,0,7,6
"5106","howelro02",1976,1,"TEX","AL",140,491,55,124,28,2,8,53,1,0,30,106,8,1,5,4,12
"5107","loducpa01",2008,1,"WAS","NL",46,139,13,32,7,0,0,12,1,0,9,9,0,5,0,0,9
"5108","kazante01",1953,1,"PHI","NL",95,360,39,78,17,5,2,27,1,1,26,53,NA,3,3,NA,7
"5109","bergda01",2000,1,"FLO","NL",82,210,23,53,14,1,1,21,3,0,25,46,0,5,1,4,5
"5110","cordech01",2008,1,"WAS","NL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5111","pavliro01",1995,1,"TEX","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5112","mingost01",1976,1,"KCA","AL",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5113","hermage01",1946,1,"BRO","NL",64,110,15,22,2,2,0,8,2,NA,17,10,NA,1,0,NA,5
"5114","pelfrmi01",2016,1,"DET","AL",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5115","blumge01",2001,1,"MON","NL",148,453,57,107,25,0,9,50,9,5,43,94,8,10,3,5,12
"5116","smithha08",1960,1,"PIT","NL",77,258,37,76,18,2,11,45,1,1,22,48,0,2,1,3,6
"5117","malonji01",1968,1,"CIN","NL",38,74,6,18,4,0,2,4,0,0,2,17,0,0,4,0,0
"5118","bunniji01",1962,1,"DET","AL",43,95,9,23,2,1,1,5,0,0,1,19,0,1,4,1,1
"5119","koosmje01",1975,1,"NYN","NL",36,78,4,14,2,0,0,6,1,0,4,31,0,0,7,0,0
"5120","mcdilal01",2000,1,"DET","AL",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5121","moorero01",1922,2,"DET","AL",9,7,0,3,0,0,0,0,0,0,0,1,NA,0,0,NA,NA
"5122","sonnaan01",2009,1,"TBA","AL",25,11,3,3,1,0,0,1,0,0,1,6,0,0,0,0,0
"5123","webbea01",1927,1,"CHN","NL",102,332,58,100,18,4,14,52,3,NA,48,31,NA,1,14,NA,NA
"5124","goodmbi01",1955,1,"BOS","AL",149,599,100,176,31,2,0,52,5,5,99,44,1,3,10,4,13
"5125","strahmi01",1971,1,"LAN","NL",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5126","gardnla01",1910,1,"BOS","AL",113,413,55,117,12,10,2,36,8,NA,41,NA,NA,4,17,NA,NA
"5127","brownji01",1884,3,"SPU","UA",6,16,5,5,4,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA
"5128","laneje01",1954,1,"CIN","NL",3,4,1,0,0,0,0,0,0,0,1,2,NA,0,0,0,0
"5129","boggswa01",1998,1,"TBA","AL",123,435,51,122,23,4,7,52,3,2,46,54,6,0,0,2,13
"5130","reedjo01",1995,1,"SDN","NL",131,445,58,114,18,1,4,40,6,4,59,38,1,5,3,3,9
"5131","sherrla01",1965,1,"DET","AL",39,10,0,3,0,1,0,0,0,0,1,4,0,0,2,0,0
"5132","schneda02",1972,1,"NYN","NL",37,123,7,23,3,2,3,10,0,1,10,26,2,1,0,0,2
"5133","schmija01",1997,1,"PIT","NL",32,56,2,6,2,0,0,2,0,0,2,26,0,0,9,0,1
"5134","bondsbo01",1975,1,"NYA","AL",145,529,93,143,26,3,32,85,30,17,89,137,8,3,0,5,10
"5135","barrere01",1949,1,"BSN","NL",23,5,0,1,0,0,0,0,0,NA,0,2,NA,0,0,NA,0
"5136","mumphje01",1977,1,"SLN","NL",145,463,73,133,20,10,2,38,22,15,47,70,6,1,1,0,4
"5137","bogusbr01",2010,1,"HOU","NL",19,28,5,5,3,0,0,3,1,1,3,12,0,0,0,0,2
"5138","moosebo01",1972,1,"PIT","NL",32,71,7,12,0,1,0,6,1,0,7,25,0,1,6,1,0
"5139","odayha01",1888,1,"WS8","NL",47,166,6,23,2,0,0,6,3,NA,4,41,NA,0,NA,NA,NA
"5140","boudrlo01",1943,1,"CLE","AL",152,539,69,154,32,7,3,67,4,7,90,31,NA,0,20,NA,12
"5141","jeltzst01",1989,1,"PHI","NL",116,263,28,64,7,3,4,25,4,2,45,44,6,1,6,0,6
"5142","mosebll01",1983,1,"TOR","AL",151,539,104,170,31,7,18,81,27,8,51,85,4,5,3,6,10
"5143","watsoal01",1993,1,"SLN","NL",16,26,0,6,3,0,0,2,0,0,1,2,0,0,1,0,1
"5144","loducpa01",2001,1,"LAN","NL",125,460,71,147,28,0,25,90,2,4,39,30,2,6,5,9,11
"5145","pasleke01",1977,2,"SEA","AL",4,13,1,5,0,0,0,2,0,0,1,2,0,0,1,0,0
"5146","hatchbi01",1993,1,"BOS","AL",136,508,71,146,24,3,9,57,14,7,28,46,4,11,11,4,14
"5147","cuellmi01",1959,1,"CIN","NL",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5148","willied01",1987,1,"CLE","AL",22,64,9,11,4,0,1,4,0,0,9,19,0,1,0,1,2
"5149","vosmijo01",1938,1,"BOS","AL",146,621,121,201,37,6,9,86,0,3,59,26,NA,2,7,NA,NA
"5150","pearcji01",1950,1,"WS1","AL",20,13,0,2,0,0,0,0,0,0,0,5,NA,0,0,NA,0
"5151","diazjo01",2006,1,"KCA","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5152","johnsch05",2012,1,"HOU","NL",92,341,36,95,21,3,8,41,4,1,23,92,1,3,0,1,12
"5153","bernead01",2006,1,"PHI","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5154","lyonbr01",2013,1,"NYN","NL",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5155","cowanbi01",1971,1,"CAL","AL",74,174,12,48,8,0,4,20,1,1,7,41,1,0,1,0,2
"5156","doziebu01",1949,1,"WS1","AL",2,2,0,0,0,0,0,0,0,0,0,1,NA,0,0,NA,0
"5157","mauerjo01",2014,1,"MIN","AL",120,455,60,126,27,2,4,55,3,0,60,96,12,1,0,2,12
"5158","monrocr01",2001,1,"TEX","AL",27,52,8,11,1,0,2,5,2,0,6,18,0,0,0,0,1
"5159","rickema01",1949,1,"BSN","NL",100,277,44,81,18,3,6,49,1,NA,23,38,NA,0,1,NA,7
"5160","higbema01",1922,1,"NY1","NL",3,10,2,4,0,0,1,5,0,0,0,2,NA,0,1,NA,NA
"5161","whitefu01",1947,1,"NY1","NL",7,13,3,3,0,0,0,0,0,NA,0,0,NA,0,0,NA,1
"5162","paniajo01",1996,1,"MON","NL",13,11,1,0,0,0,0,0,0,0,2,7,0,0,1,0,0
"5163","kaiseje01",1993,2,"NYN","NL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5164","kanejo02",1925,1,"CHA","AL",14,56,6,10,1,0,0,3,0,0,0,3,NA,1,4,NA,NA
"5165","korchst01",1955,1,"WS1","AL",13,36,3,10,2,0,0,2,0,0,0,5,0,1,1,0,0
"5166","soriaal01",2005,1,"TEX","AL",156,637,102,171,43,2,36,104,30,2,33,125,3,7,0,5,6
"5167","vizcajo01",1997,1,"SFN","NL",151,568,77,151,19,7,5,50,8,8,48,87,1,0,13,1,13
"5168","jonesda01",1906,1,"DET","AL",84,323,41,84,12,2,0,24,21,NA,41,NA,NA,2,2,NA,NA
"5169","morrito01",1882,1,"DTN","NL",2,7,1,2,0,0,0,0,NA,NA,0,2,NA,NA,NA,NA,NA
"5170","quantpa01",2000,1,"TOR","AL",68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5171","russeal01",1923,1,"WS1","AL",54,50,4,10,1,0,0,1,0,1,8,18,NA,1,7,NA,NA
"5172","brantje01",1996,1,"CIN","NL",66,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5173","rhodear01",2011,1,"TEX","AL",32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5174","nietoto01",1989,1,"PHI","NL",11,20,1,3,0,0,0,0,0,0,6,7,0,1,0,0,0
"5175","shavejo01",1999,1,"TEX","AL",43,73,10,21,4,0,0,9,1,0,5,17,0,2,3,0,0
"5176","penabr01",2008,1,"ATL","NL",14,14,3,4,1,0,0,0,0,0,1,2,0,0,0,0,0
"5177","stinnke01",2002,1,"CIN","NL",34,93,10,21,5,0,3,13,2,0,15,25,1,0,0,0,1
"5178","tayloza02",1931,1,"CHN","NL",8,4,0,1,0,0,0,0,0,NA,2,1,NA,0,2,NA,NA
"5179","mcdowod01",1986,1,"TEX","AL",154,572,105,152,24,7,18,49,33,15,65,112,5,1,3,2,12
"5180","trevial01",1990,3,"CIN","NL",7,7,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0
"5181","roberna01",2008,1,"DET","AL",32,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"5182","ritchcl01",1902,1,"PIT","NL",115,405,54,112,13,1,2,55,10,NA,53,NA,NA,7,18,NA,NA
"5183","laforty01",1945,1,"BOS","AL",52,204,25,51,7,4,2,16,4,4,10,35,NA,0,6,NA,7
"5184","mossra01",1926,1,"BRO","NL",1,1,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA
"5185","anderla03",2012,1,"BOS","AL",6,8,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
"5186","uhlege01",1921,1,"CLE","AL",48,94,21,23,2,3,1,18,0,0,6,9,NA,0,1,NA,NA
"5187","spohral01",1931,1,"BSN","NL",114,350,23,84,17,5,0,27,2,NA,22,27,NA,0,1,NA,NA
"5188","forceda01",1883,1,"BFN","NL",96,378,40,82,11,3,0,35,NA,NA,12,39,NA,NA,NA,NA,NA
"5189","gilliba01",1888,1,"DTN","NL",1,5,1,1,0,0,0,0,0,NA,0,1,NA,0,NA,NA,NA
"5190","erauted01",1948,1,"CIN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5191","grimmju01",2012,1,"TEX","AL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5192","strawda01",1998,1,"NYA","AL",101,295,44,73,11,2,24,57,8,7,46,90,4,3,0,1,1
"5193","sadecra01",1965,1,"SLN","NL",36,55,6,11,2,1,0,4,0,0,2,11,0,0,3,0,0
"5194","stephve01",1943,1,"SLA","AL",137,512,75,148,27,3,22,91,3,2,54,73,NA,0,5,NA,11
"5195","bresnro01",1901,1,"BLA","AL",86,295,40,79,9,9,1,32,10,NA,23,NA,NA,1,4,NA,NA
"5196","maddeki01",1889,1,"BSN","NL",24,86,7,25,1,0,0,14,4,NA,3,7,NA,0,NA,NA,NA
"5197","newsobo01",1946,2,"WS1","AL",24,62,5,10,0,0,0,2,0,0,0,15,NA,0,7,NA,2
"5198","milleja02",1930,1,"CLE","AL",24,33,5,10,0,1,0,0,0,0,0,6,NA,0,5,NA,NA
"5199","maysal01",1888,1,"BR3","AA",18,63,4,5,1,1,0,5,2,NA,5,NA,NA,1,NA,NA,NA
"5200","morinmi01",2015,1,"LAA","AL",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5201","davisik02",2013,1,"NYN","NL",103,317,37,65,14,0,9,33,4,0,57,101,5,1,0,2,9
"5202","florejo01",2004,1,"LAN","NL",9,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
"5203","putzjj01",2006,1,"SEA","AL",72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5204","mcraebr01",1999,3,"TOR","AL",31,82,11,16,3,1,3,11,0,1,16,22,1,2,1,0,2
"5205","whitsed01",1980,1,"SFN","NL",34,66,2,6,0,0,0,4,0,0,1,21,0,0,9,0,1
"5206","rockejo01",2003,1,"TBA","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5207","phillto02",1985,1,"OAK","AL",42,161,23,45,12,2,4,17,3,2,13,34,0,0,3,1,1
"5208","evansni01",2011,1,"NYN","NL",59,176,26,45,10,2,4,25,0,1,15,48,0,1,0,2,6
"5209","colavro01",1958,1,"CLE","AL",143,489,80,148,26,3,41,113,0,2,84,89,6,2,0,3,16
"5210","valdeis01",2004,2,"FLO","NL",11,17,2,4,1,0,0,0,0,0,1,4,0,0,0,0,0
"5211","pettian01",2006,1,"HOU","NL",38,62,4,12,3,0,1,5,0,0,1,19,0,0,10,0,0
"5212","saberbr01",2001,1,"BOS","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5213","eovalna01",2014,1,"MIA","NL",33,56,1,5,0,0,0,0,0,0,1,36,0,0,7,0,0
"5214","powelbi01",1913,1,"CIN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5215","duboser01",2004,1,"BAL","AL",14,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"5216","twittje01",1980,1,"KCA","AL",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5217","herndla01",1985,1,"DET","AL",137,442,45,108,12,7,12,37,2,1,33,79,1,1,1,1,9
"5218","kloppst01",1944,1,"BSN","NL",24,7,1,2,0,0,0,0,0,NA,0,0,NA,0,0,NA,0
"5219","lugoru01",2007,1,"TBA","AL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5220","leiped01",1942,1,"PIT","NL",3,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0
"5221","neemaca01",1957,1,"CHN","NL",122,415,37,107,17,1,10,39,0,0,22,87,5,3,2,3,8
"5222","whiteki01",1909,1,"BSN","NL",23,50,3,8,0,1,0,3,0,NA,1,NA,NA,1,3,NA,NA
"5223","northji01",1973,1,"DET","AL",119,404,55,124,14,7,12,44,4,4,38,41,6,1,2,2,8
"5224","clinege01",1971,1,"PIT","NL",97,273,52,84,12,4,1,24,15,6,22,36,0,3,2,0,1
"5225","lloydgr01",1996,2,"NYA","AL",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5226","devliar01",1909,1,"NY1","NL",143,491,61,130,19,8,0,56,26,NA,65,NA,NA,10,18,NA,NA
"5227","plattwh01",1949,1,"SLA","AL",102,244,29,63,8,2,3,29,0,1,24,27,NA,0,1,NA,8
"5228","deckeha01",1884,2,"KCU","UA",23,75,8,10,2,0,0,NA,0,NA,5,NA,NA,NA,NA,NA,NA
"5229","santone01",1988,1,"MON","NL",92,309,26,73,20,2,8,41,2,3,24,77,3,3,4,4,4
"5230","kopfla01",1916,1,"CIN","NL",11,40,2,11,2,0,0,5,1,NA,1,8,NA,0,0,NA,NA
"5231","hoovech01",1889,1,"KC2","AA",71,258,44,64,2,5,1,25,9,NA,29,38,NA,2,NA,NA,NA
"5232","brocklo01",1972,1,"SLN","NL",153,621,81,193,26,8,3,42,63,18,47,93,12,1,3,3,6
"5233","farmeed01",1981,1,"CHA","AL",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5234","chouife01",1914,4,"BLF","FL",5,9,3,4,0,0,0,1,0,NA,0,1,NA,0,0,NA,NA
"5235","juulhe01",1911,1,"CIN","NL",2,2,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA
"5236","lonboji01",1969,1,"BOS","AL",29,41,1,4,1,0,0,2,0,0,5,22,0,0,5,1,2
"5237","brownmi01",1986,2,"SEA","AL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5238","connafr01",1896,1,"NY1","NL",88,315,53,82,3,2,2,43,22,NA,25,7,NA,2,5,NA,NA
"5239","kavanch01",1914,1,"CHA","AL",6,5,0,1,0,0,0,0,0,NA,0,2,NA,1,0,NA,NA
"5240","peterru02",1936,1,"PHA","AL",45,119,12,26,3,2,3,16,1,1,4,28,NA,0,0,NA,NA
"5241","mckiran01",2015,1,"ATL","NL",27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5242","crossla01",1897,1,"PHI","NL",88,344,37,89,17,5,3,51,10,NA,10,NA,NA,1,11,NA,NA
"5243","simonra01",2003,2,"CHN","NL",33,103,13,29,3,0,6,21,0,0,4,7,1,2,0,1,1
"5244","santoro01",1968,1,"CHN","NL",162,577,86,142,17,3,26,98,3,4,96,106,7,3,1,5,18
"5245","hernajo01",2005,1,"CLE","AL",84,234,28,54,7,0,6,31,1,3,14,60,0,2,3,3,11
"5246","brownbo04",1985,1,"SDN","NL",79,84,8,13,3,0,0,6,6,4,5,20,0,0,1,1,2
"5247","lolicmi01",1964,1,"DET","AL",44,64,9,7,0,0,0,4,0,0,11,32,0,2,9,0,1
"5248","rowlary01",2009,1,"SEA","AL",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5249","mauseti01",1991,1,"PHI","NL",3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"5250","queveru01",2002,1,"MIL","NL",26,42,2,4,0,0,0,3,0,0,2,21,0,0,3,0,3
"5251","mathetj01",2001,1,"OAK","AL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5252","bishoma01",1928,1,"PHA","AL",126,472,104,149,27,5,6,50,9,9,97,36,NA,3,14,NA,NA
"5253","loiseri01",1998,1,"PIT","NL",54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5254","hrbekke01",1985,1,"MIN","AL",158,593,78,165,31,2,21,93,1,1,67,87,12,2,0,4,12
"5255","burgesm01",1956,1,"CIN","NL",90,229,28,63,10,0,12,39,0,1,26,18,4,0,1,2,5
"5256","brownco01",2011,1,"WAS","NL",3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"5257","riversa01",2009,1,"WAS","NL",30,3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"5258","sexsori01",2004,1,"ARI","NL",23,90,20,21,4,0,9,23,0,0,14,21,0,0,0,0,2
"5259","jensewo01",1935,1,"PIT","NL",143,627,97,203,28,7,8,62,9,NA,15,14,NA,4,11,NA,15
"5260","smithro03",2002,1,"CLE","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5261","berenju01",1987,1,"MIN","AL",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5262","casteni01",2013,1,"DET","AL",11,18,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0
"5263","congeha01",2012,1,"LAA","AL",7,18,0,3,0,0,0,1,0,0,1,0,0,1,1,1,1
"5264","fordwh01",1959,1,"NYA","AL",35,65,6,15,4,0,1,6,0,0,12,11,0,0,3,0,0
"5265","martybo01",1957,1,"KC1","AL",58,131,10,35,2,4,1,12,1,3,11,20,3,0,1,1,2
"5266","benchjo01",1971,1,"CIN","NL",149,562,80,134,19,2,27,61,2,1,49,83,7,0,0,2,20
"5267","arlinst01",1972,1,"SDN","NL",38,72,6,11,1,1,0,4,0,0,8,24,0,1,4,0,1
"5268","terryya01",1942,1,"BOS","AL",20,27,1,3,2,0,0,0,0,0,0,7,NA,0,1,NA,2
"5269","baldwla01",1886,1,"DTN","NL",57,204,25,41,6,3,0,25,3,NA,18,44,NA,NA,NA,NA,NA
"5270","smithda06",2000,1,"BOS","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5271","santijo03",2002,1,"PHI","NL",42,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"5272","jonesja04",2008,1,"DET","AL",24,79,10,13,2,1,1,5,0,1,8,18,0,1,0,2,2
"5273","jenkife01",1975,1,"TEX","AL",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5274","essiaji01",1975,1,"PHI","NL",2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"5275","hockide01",1994,1,"MIN","AL",11,31,3,10,3,0,0,2,2,0,0,4,0,0,0,0,1
"5276","navaros01",2010,1,"HOU","NL",14,20,2,1,0,0,0,0,0,0,5,4,0,0,0,0,0
"5277","connojo04",1916,1,"BSN","NL",62,110,11,25,5,2,0,12,5,NA,14,13,NA,1,5,NA,NA
"5278","kluttcl01",1946,1,"NY1","NL",5,8,0,3,0,0,0,1,0,NA,0,1,NA,0,0,NA,0
"5279","savagji01",1914,1,"PTF","FL",132,479,81,136,9,9,1,26,17,NA,67,32,NA,0,11,NA,NA
"5280","reesera01",1927,1,"NY1","NL",97,355,43,94,14,2,4,21,5,NA,13,52,NA,4,9,NA,NA
"5281","normafr01",1967,1,"CHN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5282","rivaslu01",2000,1,"MIN","AL",16,58,8,18,4,1,0,6,2,0,2,4,0,0,2,2,2
"5283","doughpa01",1907,1,"CHA","AL",148,533,69,144,17,2,1,59,33,NA,36,NA,NA,5,17,NA,NA
"5284","saxst01",1991,1,"NYA","AL",158,652,85,198,38,2,10,56,31,11,41,38,2,3,5,6,15
"5285","sorenla01",1981,1,"SLN","NL",23,46,1,3,1,0,0,0,0,0,0,21,0,1,5,0,0
"5286","milnepe01",1949,1,"NY1","NL",31,29,5,7,1,0,1,6,0,NA,3,6,NA,0,0,NA,1
"5287","scottge02",1970,1,"BOS","AL",127,480,50,142,24,5,16,63,4,11,44,95,5,2,0,4,13
"5288","gaudich01",2013,1,"SFN","NL",30,25,0,1,0,0,0,1,0,0,2,14,0,0,2,0,0
"5289","averiea01",1935,1,"CLE","AL",140,563,109,162,34,13,19,79,8,4,70,58,NA,1,4,NA,NA
"5290","milesji01",1969,1,"WS2","AL",12,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"5291","vossbi01",1972,3,"SLN","NL",11,15,1,4,2,0,0,3,0,0,2,2,0,0,0,1,1
"5292","garfibi01",1889,1,"PIT","NL",4,13,0,0,0,0,0,0,0,NA,0,4,NA,0,NA,NA,NA
"5293","wadebe01",1953,1,"BRO","NL",32,24,1,4,0,0,1,2,0,0,0,8,NA,0,3,NA,1
"5294","oldriru01",1913,1,"PHA","AL",137,538,101,152,27,9,5,71,40,NA,34,37,NA,2,18,NA,NA
"5295","shaffor01",1885,1,"SL5","NL",69,257,30,50,11,2,0,18,NA,NA,19,31,NA,NA,NA,NA,NA
"5296","byrneer01",2007,1,"ARI","NL",160,626,103,179,30,8,21,83,50,7,57,98,5,10,1,4,12
"5297","cubilda01",2000,2,"TEX","AL",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5298","vickeru01",1903,1,"BRO","NL",5,10,0,1,0,0,0,3,0,NA,0,NA,NA,0,0,NA,NA
"5299","jorgemi01",1977,2,"OAK","AL",66,203,18,50,4,1,8,32,3,2,25,44,2,2,2,4,3
"5300","marteda01",2009,1,"NYA","AL",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5301","vandejo02",1992,1,"MON","NL",105,213,21,51,8,2,4,20,3,0,24,36,2,0,0,0,2
"5302","defraju01",2014,1,"PHI","NL",54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5303","sabatcc01",2013,1,"NYA","AL",32,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"5304","romanmi01",1999,1,"TOR","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5305","chaveen01",2008,1,"NYN","NL",133,270,30,72,10,2,1,12,6,1,17,22,3,0,9,2,6
"5306","smilejo01",1990,1,"PIT","NL",26,49,1,6,0,0,0,3,0,0,3,15,0,0,3,0,0
"5307","bailebi01",1915,1,"BLF","FL",36,65,5,15,1,0,0,1,0,NA,3,16,NA,0,7,NA,NA
"5308","robinwi01",1887,1,"PH4","AA",68,264,28,60,6,2,1,24,15,NA,14,NA,NA,1,NA,NA,NA
"5309","howarbr01",1963,1,"CHA","AL",7,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5310","heidrem01",1899,1,"SLN","NL",146,591,109,194,21,14,2,82,55,NA,34,NA,NA,3,20,NA,NA
"5311","moralke01",2007,1,"LAA","AL",43,119,12,35,10,0,4,15,0,1,6,21,2,1,0,0,5
"5312","plunker01",1987,1,"OAK","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5313","youngcy01",1911,2,"BSN","NL",11,25,0,2,0,0,0,3,0,NA,0,8,NA,0,5,NA,NA
"5314","lacocpe01",1980,1,"KCA","AL",114,156,14,32,6,0,1,18,1,0,17,10,1,1,0,2,7
"5315","mcwilla01",1984,1,"PIT","NL",36,74,1,9,0,0,0,4,0,1,0,22,0,0,12,0,0
"5316","cabreas01",2014,2,"WAS","NL",49,175,20,40,9,2,5,21,3,0,22,29,1,0,1,2,4
"5317","menosmi01",1923,1,"BOS","AL",84,188,22,43,8,4,0,25,3,6,22,19,NA,0,7,NA,NA
"5318","bransje01",1998,1,"CLE","AL",63,100,6,20,4,1,1,9,0,0,3,21,0,0,1,1,1
